,solutes,solvents,solubility_param
756,I,Nitroethane,6
757,I,2-Nitropropane,6
758,I,Aniline,1
759,I,Nitrobenzene,1
760,I,Ethanolamine,5
761,I,Dimethyl_formamide,1
762,I,Dipropyl_amine,6
763,I,Diethyl_amine,4
764,I,Morpholine,1
765,I,Cyclohexylamine,1
766,I,Pyridine,1
767,I,Carbon_terachloride,6
768,I,Chloroform,1
769,I,Ethylen_chloride,1
770,I,Methylene_chloride,1
771,I,1_1_1-Trichloroethane,6
772,I,1-Chlorobutane,3
773,I,Trichloroethylene,1
774,I,2_2-Dichloro_diethyl_ether,5
775,I,Chlorobenzene,1
776,I,o-Dichlorobenzene,2
777,I,alpha-bromonaphtaline,6
778,I,Cyclohexylchloride,5
779,I,Benzene,5
780,I,Toluene,2
781,I,Xylene,5
782,I,Ethyl_benzene,4
783,I,Styrene,3
784,I,Tetralin,5
785,I,Hexane,6
786,I,Cyclohexane,6
787,I,Acetic_acid,1
788,I,Formic_acid_90,1
789,I,Butyric_acid,1
790,I,Benzaldehyde,1
791,I,Acetic_anhydride,1
792,J,Methanol ,1
793,J,Ethanol_96,6
794,J,Ethanol_99p9,3
795,J,n-Propanol,6
796,J,n-Butanol,6
797,J,Pentanol-1,6
798,J,2-Ethyl_butanol,6
799,J,2-Ethyl_hexanol,6
800,J,Methyl_isobutyl_carbinol,6
801,J,Propylene_glycol,6
802,J,Ethylene_glycol,6
803,J,1_3-Butandiol,6
804,J,Glycerol,6
805,J,Cyclohexanol,6
806,J,m-Cresol,5
807,J,Ethyl_lactate,1
808,J,n-Butyl_lactate,1
809,J,Diethylene_glycol,1
810,J,Dipropylene_glycol,1
811,J,2-Butoxyethanol,1
812,J,Methyl_dioxitol,1
813,J,Butyl_dioxitol,1
814,J,Oxitole,1
815,J,Diacetone_alcohol,1
816,J,Cellusolve_acetate,1
817,J,Methyl_Cellusolve,1
818,J,Diethyl_ether,6
819,J,Furan,6
820,J,Dioxane,6
821,J,Methylal,1
822,J,Diethyl_sulfide,6
823,J,Carbon_disulfide,6
824,J,Dimethyl_sulphoxide,1
825,J,Propylene_carbonate,1
826,J,gamma_Butyrolactone,1
827,J,Acetone,1
828,J,Methyl_ethyl_ketone,1
829,J,Methyl_isobutyl_ketone,1
830,J,Methyl_isoamyl_ketone,1
831,J,Diisobutyl_ketone,1
832,J,Isophorone,1
833,J,Acetophenone,1
834,J,Cyclohexanone,1
835,J,Tetrahydrofuran,1
836,J,Mesityl_oxide,1
837,J,Ethyl_acetate,1
838,J,n-Butyl_acetate,1
839,J,Isoamyl_acetate,1
840,J,Isobutyl_isobutyrate,1
841,J,Acetonitrile,1
842,J,Butyronitrite,1
843,J,Nitromethane,1
844,J,Nitroethane,1
845,J,2-Nitropropane,1
846,J,Aniline,3
847,J,Nitrobenzene,1
848,J,Ethanolamine,3
849,J,Dimethyl_formamide,1
850,J,Dipropyl_amine,5
851,J,Diethyl_amine,3
852,J,Morpholine,1
853,J,Cyclohexylamine,3
854,J,Pyridine,1
855,J,Carbon_terachloride,6
856,J,Chloroform,6
857,J,Ethylen_chloride,6
858,J,Methylene_chloride,6
859,J,1_1_1-Trichloroethane,6
860,J,1-Chlorobutane,6
861,J,Trichloroethylene,6
862,J,2_2-Dichloro_diethyl_ether,5
863,J,Chlorobenzene,6
864,J,o-Dichlorobenzene,6
865,J,alpha-bromonaphtaline,6
866,J,Cyclohexylchloride,6
867,J,Benzene,6
868,J,Toluene,6
869,J,Xylene,5
870,J,Ethyl_benzene,6
871,J,Styrene,6
872,J,Tetralin,6
873,J,Hexane,6
874,J,Cyclohexane,6
875,J,Acetic_acid,1
876,J,Formic_acid_90,6
877,J,Butyric_acid,6
878,J,Benzaldehyde,1
879,J,Acetic_anhydride,1
880,K,Methanol ,6
881,K,Ethanol_96,6
882,K,Ethanol_99p9,6
883,K,n-Propanol,6
884,K,n-Butanol,6
885,K,Pentanol-1,6
886,K,2-Ethyl_butanol,6
887,K,2-Ethyl_hexanol,6
888,K,Methyl_isobutyl_carbinol,6
889,K,Propylene_glycol,6
890,K,Ethylene_glycol,6
891,K,1_3-Butandiol,6
892,K,Glycerol,6
893,K,Cyclohexanol,6
894,K,m-Cresol,6
895,K,Ethyl_lactate,5
896,K,n-Butyl_lactate,1
897,K,Diethylene_glycol,6
898,K,Dipropylene_glycol,6
899,K,2-Butoxyethanol,2
900,K,Methyl_dioxitol,4
901,K,Butyl_dioxitol,1
902,K,Oxitole,5
903,K,Diacetone_alcohol,3
904,K,Cellusolve_acetate,1
905,K,Methyl_Cellusolve,6
906,K,Diethyl_ether,6
907,K,Furan,3
908,K,Dioxane,1
909,K,Methylal,5
910,K,Diethyl_sulfide,1
911,K,Carbon_disulfide,1
912,K,Dimethyl_sulphoxide,1
913,K,Propylene_carbonate,6
914,K,gamma_Butyrolactone,3
915,K,Acetone,3
916,K,Methyl_ethyl_ketone,1
917,K,Methyl_isobutyl_ketone,1
918,K,Methyl_isoamyl_ketone,1
919,K,Diisobutyl_ketone,1
920,K,Isophorone,1
921,K,Acetophenone,1
922,K,Cyclohexanone,1
923,K,Tetrahydrofuran,1
924,K,Mesityl_oxide,1
925,K,Ethyl_acetate,1
926,K,n-Butyl_acetate,1
927,K,Isoamyl_acetate,1
928,K,Isobutyl_isobutyrate,1
929,K,Acetonitrile,6
930,K,Butyronitrite,3
931,K,Nitromethane,6
932,K,Nitroethane,5
933,K,2-Nitropropane,3
934,K,Aniline,1
935,K,Nitrobenzene,1
936,K,Ethanolamine,3
937,K,Dimethyl_formamide,1
938,K,Dipropyl_amine,5
939,K,Diethyl_amine,5
940,K,Morpholine,1
941,K,Cyclohexylamine,3
942,K,Pyridine,1
943,K,Carbon_terachloride,1
944,K,Chloroform,1
945,K,Ethylen_chloride,1
946,K,Methylene_chloride,1
947,K,1_1_1-Trichloroethane,1
948,K,1-Chlorobutane,1
949,K,Trichloroethylene,1
950,K,2_2-Dichloro_diethyl_ether,1
951,K,Chlorobenzene,1
952,K,o-Dichlorobenzene,1
953,K,alpha-bromonaphtaline,1
954,K,Cyclohexylchloride,1
955,K,Benzene,1
956,K,Toluene,1
957,K,Xylene,1
958,K,Ethyl_benzene,1
959,K,Styrene,1
960,K,Tetralin,1
961,K,Hexane,6
962,K,Cyclohexane,6
963,K,Acetic_acid,6
964,K,Formic_acid_90,6
965,K,Butyric_acid,6
966,K,Benzaldehyde,1
967,K,Acetic_anhydride,6
968,L,Methanol ,6
969,L,Ethanol_96,6
970,L,Ethanol_99p9,6
971,L,n-Propanol,6
972,L,n-Butanol,6
973,L,Pentanol-1,6
974,L,2-Ethyl_butanol,6
975,L,2-Ethyl_hexanol,6
976,L,Methyl_isobutyl_carbinol,6
977,L,Propylene_glycol,6
978,L,Ethylene_glycol,6
979,L,1_3-Butandiol,6
980,L,Glycerol,6
981,L,Cyclohexanol,3
982,L,m-Cresol,4
983,L,Ethyl_lactate,1
984,L,n-Butyl_lactate,6
985,L,Diethylene_glycol,6
986,L,Dipropylene_glycol,6
987,L,2-Butoxyethanol,6
988,L,Methyl_dioxitol,4
989,L,Butyl_dioxitol,6
990,L,Oxitole,6
991,L,Diacetone_alcohol,4
992,L,Cellusolve_acetate,4
993,L,Methyl_Cellusolve,4
994,L,Diethyl_ether,6
995,L,Furan,6
996,L,Dioxane,1
997,L,Methylal,5
998,L,Diethyl_sulfide,6
999,L,Carbon_disulfide,6
1000,L,Dimethyl_sulphoxide,1
1001,L,Propylene_carbonate,3
1002,L,gamma_Butyrolactone,1
1003,L,Acetone,1
1004,L,Methyl_ethyl_ketone,4
1005,L,Methyl_isobutyl_ketone,6
1006,L,Methyl_isoamyl_ketone,6
1007,L,Diisobutyl_ketone,6
1008,L,Isophorone,6
1009,L,Acetophenone,1
1010,L,Cyclohexanone,3
1011,L,Tetrahydrofuran,1
1012,L,Mesityl_oxide,6
1013,L,Ethyl_acetate,5
1014,L,n-Butyl_acetate,6
1015,L,Isoamyl_acetate,6
1016,L,Isobutyl_isobutyrate,6
1017,L,Acetonitrile,4
1018,L,Butyronitrite,4
1019,L,Nitromethane,1
1020,L,Nitroethane,5
1021,L,2-Nitropropane,5
1022,L,Aniline,3
1023,L,Nitrobenzene,4
1024,L,Ethanolamine,4
1025,L,Dimethyl_formamide,1
1026,L,Dipropyl_amine,6
1027,L,Diethyl_amine,6
1028,L,Morpholine,1
1029,L,Cyclohexylamine,3
1030,L,Pyridine,1
1031,L,Carbon_terachloride,6
1032,L,Chloroform,3
1033,L,Ethylen_chloride,5
1034,L,Methylene_chloride,5
1035,L,1_1_1-Trichloroethane,6
1036,L,1-Chlorobutane,6
1037,L,Trichloroethylene,6
1038,L,2_2-Dichloro_diethyl_ether,5
1039,L,Chlorobenzene,6
1040,L,o-Dichlorobenzene,6
1041,L,alpha-bromonaphtaline,6
1042,L,Cyclohexylchloride,6
1043,L,Benzene,6
1044,L,Toluene,6
1045,L,Xylene,6
1046,L,Ethyl_benzene,6
1047,L,Styrene,6
1048,L,Tetralin,6
1049,L,Hexane,6
1050,L,Cyclohexane,6
1051,L,Acetic_acid,3
1052,L,Formic_acid_90,1
1053,L,Butyric_acid,6
1054,L,Benzaldehyde,4
1055,L,Acetic_anhydride,1
1056,M,Methanol ,2
1057,M,Ethanol_96,1
1058,M,Ethanol_99p9,1
1059,M,n-Propanol,1
1060,M,n-Butanol,1
1061,M,Pentanol-1,1
1062,M,2-Ethyl_butanol,1
1063,M,2-Ethyl_hexanol,1
1064,M,Methyl_isobutyl_carbinol,1
1065,M,Propylene_glycol,6
1066,M,Ethylene_glycol,6
1067,M,1_3-Butandiol,6
1068,M,Glycerol,6
1069,M,Cyclohexanol,1
1070,M,m-Cresol,1
1071,M,Ethyl_lactate,1
1072,M,n-Butyl_lactate,1
1073,M,Diethylene_glycol,4
1074,M,Dipropylene_glycol,1
1075,M,2-Butoxyethanol,1
1076,M,Methyl_dioxitol,1
1077,M,Butyl_dioxitol,1
1078,M,Oxitole,1
1079,M,Diacetone_alcohol,1
1080,M,Cellusolve_acetate,1
1081,M,Methyl_Cellusolve,1
1082,M,Diethyl_ether,1
1083,M,Furan,1
1084,M,Dioxane,1
1085,M,Methylal,1
1086,M,Diethyl_sulfide,1
1087,M,Carbon_disulfide,1
1088,M,Dimethyl_sulphoxide,1
1089,M,Propylene_carbonate,1
1090,M,gamma_Butyrolactone,1
1091,M,Acetone,1
1092,M,Methyl_ethyl_ketone,1
1093,M,Methyl_isobutyl_ketone,1
1094,M,Methyl_isoamyl_ketone,1
1095,M,Diisobutyl_ketone,1
1096,M,Isophorone,1
1097,M,Acetophenone,1
1098,M,Cyclohexanone,1
1099,M,Tetrahydrofuran,1
1100,M,Mesityl_oxide,1
1101,M,Ethyl_acetate,1
1102,M,n-Butyl_acetate,1
1103,M,Isoamyl_acetate,1
1104,M,Isobutyl_isobutyrate,1
1105,M,Acetonitrile,1
1106,M,Butyronitrite,1
1107,M,Nitromethane,2
1108,M,Nitroethane,1
1109,M,2-Nitropropane,1
1110,M,Aniline,1
1111,M,Nitrobenzene,1
1112,M,Ethanolamine,1
1113,M,Dimethyl_formamide,1
1114,M,Dipropyl_amine,1
1115,M,Diethyl_amine,1
1116,M,Morpholine,1
1117,M,Cyclohexylamine,1
1118,M,Pyridine,1
1119,M,Carbon_terachloride,1
1120,M,Chloroform,1
1121,M,Ethylen_chloride,1
1122,M,Methylene_chloride,1
1123,M,1_1_1-Trichloroethane,1
1124,M,1-Chlorobutane,1
1125,M,Trichloroethylene,1
1126,M,2_2-Dichloro_diethyl_ether,1
1127,M,Chlorobenzene,1
1128,M,o-Dichlorobenzene,1
1129,M,alpha-bromonaphtaline,1
1130,M,Cyclohexylchloride,1
1131,M,Benzene,1
1132,M,Toluene,1
1133,M,Xylene,1
1134,M,Ethyl_benzene,1
1135,M,Styrene,1
1136,M,Tetralin,1
1137,M,Hexane,1
1138,M,Cyclohexane,1
1139,M,Acetic_acid,1
1140,M,Formic_acid_90,5
1141,M,Butyric_acid,1
1142,M,Benzaldehyde,1
1143,M,Acetic_anhydride,1
1144,N,Methanol ,1
1145,N,Ethanol_96,1
1146,N,Ethanol_99p9,1
1147,N,n-Propanol,1
1148,N,n-Butanol,1
1149,N,Pentanol-1,1
1150,N,2-Ethyl_butanol,6
1151,N,2-Ethyl_hexanol,6
1152,N,Methyl_isobutyl_carbinol,6
1153,N,Propylene_glycol,1
1154,N,Ethylene_glycol,1
1155,N,1_3-Butandiol,1
1156,N,Glycerol,6
1157,N,Cyclohexanol,1
1158,N,m-Cresol,1
1159,N,Ethyl_lactate,1
1160,N,n-Butyl_lactate,1
1161,N,Diethylene_glycol,1
1162,N,Dipropylene_glycol,1
1163,N,2-Butoxyethanol,1
1164,N,Methyl_dioxitol,1
1165,N,Butyl_dioxitol,1
1166,N,Oxitole,1
1167,N,Diacetone_alcohol,1
1168,N,Cellusolve_acetate,1
1169,N,Methyl_Cellusolve,1
1170,N,Diethyl_ether,5
1171,N,Furan,6
1172,N,Dioxane,1
1173,N,Methylal,3
1174,N,Diethyl_sulfide,6
1175,N,Carbon_disulfide,6
1176,N,Dimethyl_sulphoxide,1
1177,N,Propylene_carbonate,1
1178,N,gamma_Butyrolactone,1
1179,N,Acetone,1
1180,N,Methyl_ethyl_ketone,1
1181,N,Methyl_isobutyl_ketone,1
1182,N,Methyl_isoamyl_ketone,1
1183,N,Diisobutyl_ketone,6
1184,N,Isophorone,1
1185,N,Acetophenone,1
1186,N,Cyclohexanone,1
1187,N,Tetrahydrofuran,1
1188,N,Mesityl_oxide,1
1189,N,Ethyl_acetate,1
1190,N,n-Butyl_acetate,6
1191,N,Isoamyl_acetate,6
1192,N,Isobutyl_isobutyrate,6
1193,N,Acetonitrile,5
1194,N,Butyronitrite,3
1195,N,Nitromethane,6
1196,N,Nitroethane,6
1197,N,2-Nitropropane,6
1198,N,Aniline,1
1199,N,Nitrobenzene,5
1200,N,Ethanolamine,1
1201,N,Dimethyl_formamide,1
1202,N,Dipropyl_amine,1
1203,N,Diethyl_amine,1
1204,N,Morpholine,1
1205,N,Cyclohexylamine,1
1206,N,Pyridine,1
1207,N,Carbon_terachloride,6
1208,N,Chloroform,6
1209,N,Ethylen_chloride,6
1210,N,Methylene_chloride,6
1211,N,1_1_1-Trichloroethane,6
1212,N,1-Chlorobutane,6
1213,N,Trichloroethylene,6
1214,N,2_2-Dichloro_diethyl_ether,6
1215,N,Chlorobenzene,6
1216,N,o-Dichlorobenzene,6
1217,N,alpha-bromonaphtaline,6
1218,N,Cyclohexylchloride,6
1219,N,Benzene,6
1220,N,Toluene,6
1221,N,Xylene,6
1222,N,Ethyl_benzene,6
1223,N,Styrene,6
1224,N,Tetralin,6
1225,N,Hexane,6
1226,N,Cyclohexane,6
1227,N,Acetic_acid,4
1228,N,Formic_acid_90,1
1229,N,Butyric_acid,6
1230,N,Benzaldehyde,1
1231,N,Acetic_anhydride,1
1232,O,Methanol ,4
1233,O,Ethanol_96,5
1234,O,Ethanol_99p9,5
1235,O,n-Propanol,2
1236,O,n-Butanol,1
1237,O,Pentanol-1,1
1238,O,2-Ethyl_butanol,1
1239,O,2-Ethyl_hexanol,1
1240,O,Methyl_isobutyl_carbinol,1
1241,O,Propylene_glycol,6
1242,O,Ethylene_glycol,6
1243,O,1_3-Butandiol,6
1244,O,Glycerol,6
1245,O,Cyclohexanol,1
1246,O,m-Cresol,1
1247,O,Ethyl_lactate,1
1248,O,n-Butyl_lactate,1
1249,O,Diethylene_glycol,6
1250,O,Dipropylene_glycol,5
1251,O,2-Butoxyethanol,1
1252,O,Methyl_dioxitol,1
1253,O,Butyl_dioxitol,1
1254,O,Oxitole,1
1255,O,Diacetone_alcohol,1
1256,O,Cellusolve_acetate,1
1257,O,Methyl_Cellusolve,2
1258,O,Diethyl_ether,1
1259,O,Furan,1
1260,O,Dioxane,1
1261,O,Methylal,1
1262,O,Diethyl_sulfide,1
1263,O,Carbon_disulfide,1
1264,O,Dimethyl_sulphoxide,4
1265,O,Propylene_carbonate,6
1266,O,gamma_Butyrolactone,5
1267,O,Acetone,3
1268,O,Methyl_ethyl_ketone,1
1269,O,Methyl_isobutyl_ketone,1
1270,O,Methyl_isoamyl_ketone,1
1271,O,Diisobutyl_ketone,1
1272,O,Isophorone,1
1273,O,Acetophenone,1
1274,O,Cyclohexanone,1
1275,O,Tetrahydrofuran,1
1276,O,Mesityl_oxide,1
1277,O,Ethyl_acetate,1
1278,O,n-Butyl_acetate,1
1279,O,Isoamyl_acetate,1
1280,O,Isobutyl_isobutyrate,1
1281,O,Acetonitrile,5
1282,O,Butyronitrite,3
1283,O,Nitromethane,6
1284,O,Nitroethane,3
1285,O,2-Nitropropane,4
1286,O,Aniline,1
1287,O,Nitrobenzene,1
1288,O,Ethanolamine,5
1289,O,Dimethyl_formamide,1
1290,O,Dipropyl_amine,1
1291,O,Diethyl_amine,1
1292,O,Morpholine,1
1293,O,Cyclohexylamine,1
1294,O,Pyridine,1
1295,O,Carbon_terachloride,1
1296,O,Chloroform,1
1297,O,Ethylen_chloride,1
1298,O,Methylene_chloride,1
1299,O,1_1_1-Trichloroethane,1
1300,O,1-Chlorobutane,1
1301,O,Trichloroethylene,1
1302,O,2_2-Dichloro_diethyl_ether,1
1303,O,Chlorobenzene,1
1304,O,o-Dichlorobenzene,1
1305,O,alpha-bromonaphtaline,1
1306,O,Cyclohexylchloride,1
1307,O,Benzene,1
1308,O,Toluene,1
1309,O,Xylene,1
1310,O,Ethyl_benzene,1
1311,O,Styrene,1
1312,O,Tetralin,1
1313,O,Hexane,5
1314,O,Cyclohexane,1
1315,O,Acetic_acid,4
1316,O,Formic_acid_90,5
1317,O,Butyric_acid,1
1318,O,Benzaldehyde,1
1319,O,Acetic_anhydride,5
1320,P,Methanol ,1
1321,P,Ethanol_96,1
1322,P,Ethanol_99p9,1
1323,P,n-Propanol,1
1324,P,n-Butanol,1
1325,P,Pentanol-1,1
1326,P,2-Ethyl_butanol,1
1327,P,2-Ethyl_hexanol,1
1328,P,Methyl_isobutyl_carbinol,1
1329,P,Propylene_glycol,4
1330,P,Ethylene_glycol,6
1331,P,1_3-Butandiol,1
1332,P,Glycerol,6
1333,P,Cyclohexanol,1
1334,P,m-Cresol,1
1335,P,Ethyl_lactate,1
1336,P,n-Butyl_lactate,1
1337,P,Diethylene_glycol,1
1338,P,Dipropylene_glycol,1
1339,P,2-Butoxyethanol,1
1340,P,Methyl_dioxitol,1
1341,P,Butyl_dioxitol,1
1342,P,Oxitole,1
1343,P,Diacetone_alcohol,1
1344,P,Cellusolve_acetate,1
1345,P,Methyl_Cellusolve,1
1346,P,Diethyl_ether,3
1347,P,Furan,5
1348,P,Dioxane,1
1349,P,Methylal,1
1350,P,Diethyl_sulfide,5
1351,P,Carbon_disulfide,5
1352,P,Dimethyl_sulphoxide,1
1353,P,Propylene_carbonate,6
1354,P,gamma_Butyrolactone,1
1355,P,Acetone,1
1356,P,Methyl_ethyl_ketone,1
1357,P,Methyl_isobutyl_ketone,1
1358,P,Methyl_isoamyl_ketone,1
1359,P,Diisobutyl_ketone,2
1360,P,Isophorone,1
1361,P,Acetophenone,1
1362,P,Cyclohexanone,1
1363,P,Tetrahydrofuran,1
1364,P,Mesityl_oxide,1
1365,P,Ethyl_acetate,1
1366,P,n-Butyl_acetate,1
1367,P,Isoamyl_acetate,5
1368,P,Isobutyl_isobutyrate,6
1369,P,Acetonitrile,6
1370,P,Butyronitrite,4
1371,P,Nitromethane,6
1372,P,Nitroethane,6
1373,P,2-Nitropropane,6
1374,P,Aniline,1
1375,P,Nitrobenzene,3
1376,P,Ethanolamine,1
1377,P,Dimethyl_formamide,1
1378,P,Dipropyl_amine,5
1379,P,Diethyl_amine,5
1380,P,Morpholine,1
1381,P,Cyclohexylamine,5
1382,P,Pyridine,1
1383,P,Carbon_terachloride,5
1384,P,Chloroform,3
1385,P,Ethylen_chloride,4
1386,P,Methylene_chloride,5
1387,P,1_1_1-Trichloroethane,3
1388,P,1-Chlorobutane,3
1389,P,Trichloroethylene,4
1390,P,2_2-Dichloro_diethyl_ether,6
1391,P,Chlorobenzene,5
1392,P,o-Dichlorobenzene,4
1393,P,alpha-bromonaphtaline,6
1394,P,Cyclohexylchloride,6
1395,P,Benzene,6
1396,P,Toluene,6
1397,P,Xylene,6
1398,P,Ethyl_benzene,6
1399,P,Styrene,4
1400,P,Tetralin,4
1401,P,Hexane,5
1402,P,Cyclohexane,5
1403,P,Acetic_acid,1
1404,P,Formic_acid_90,6
1405,P,Butyric_acid,1
1406,P,Benzaldehyde,1
1407,P,Acetic_anhydride,1
1408,Q,Methanol ,5
1409,Q,Ethanol_96,5
1410,Q,Ethanol_99p9,5
1411,Q,n-Propanol,6
1412,Q,n-Butanol,6
1413,Q,Pentanol-1,6
1414,Q,2-Ethyl_butanol,6
1415,Q,2-Ethyl_hexanol,6
1416,Q,Methyl_isobutyl_carbinol,6
1417,Q,Propylene_glycol,6
1418,Q,Ethylene_glycol,6
1419,Q,1_3-Butandiol,4
1420,Q,Glycerol,6
1421,Q,Cyclohexanol,5
1422,Q,m-Cresol,1
1423,Q,Ethyl_lactate,1
1424,Q,n-Butyl_lactate,3
1425,Q,Diethylene_glycol,1
1426,Q,Dipropylene_glycol,1
1427,Q,2-Butoxyethanol,1
1428,Q,Methyl_dioxitol,1
1429,Q,Butyl_dioxitol,1
1430,Q,Oxitole,1
1431,Q,Diacetone_alcohol,1
1432,Q,Cellusolve_acetate,1
1433,Q,Methyl_Cellusolve,1
1434,Q,Diethyl_ether,6
1435,Q,Furan,5
1436,Q,Dioxane,1
1437,Q,Methylal,5
1438,Q,Diethyl_sulfide,6
1439,Q,Carbon_disulfide,4
1440,Q,Dimethyl_sulphoxide,1
1441,Q,Propylene_carbonate,1
1442,Q,gamma_Butyrolactone,1
1443,Q,Acetone,1
1444,Q,Methyl_ethyl_ketone,1
1445,Q,Methyl_isobutyl_ketone,4
1446,Q,Methyl_isoamyl_ketone,6
1447,Q,Diisobutyl_ketone,6
1448,Q,Isophorone,1
1449,Q,Acetophenone,1
1450,Q,Cyclohexanone,1
1451,Q,Tetrahydrofuran,1
1452,Q,Mesityl_oxide,1
1453,Q,Ethyl_acetate,1
1454,Q,n-Butyl_acetate,6
1455,Q,Isoamyl_acetate,6
1456,Q,Isobutyl_isobutyrate,6
1457,Q,Acetonitrile,5
1458,Q,Butyronitrite,5
1459,Q,Nitromethane,5
1460,Q,Nitroethane,5
1461,Q,2-Nitropropane,4
1462,Q,Aniline,1
1463,Q,Nitrobenzene,2
1464,Q,Ethanolamine,5
1465,Q,Dimethyl_formamide,1
1466,Q,Dipropyl_amine,5
1467,Q,Diethyl_amine,5
1468,Q,Morpholine,1
1469,Q,Cyclohexylamine,6
1470,Q,Pyridine,1
1471,Q,Carbon_terachloride,6
1472,Q,Chloroform,3
1473,Q,Ethylen_chloride,5
1474,Q,Methylene_chloride,3
1475,Q,1_1_1-Trichloroethane,6
1476,Q,1-Chlorobutane,6
1477,Q,Trichloroethylene,5
1478,Q,2_2-Dichloro_diethyl_ether,5
1479,Q,Chlorobenzene,6
1480,Q,o-Dichlorobenzene,6
1481,Q,alpha-bromonaphtaline,6
1482,Q,Cyclohexylchloride,6
1483,Q,Benzene,6
1484,Q,Toluene,6
1485,Q,Xylene,6
1486,Q,Ethyl_benzene,6
1487,Q,Styrene,6
