,solutes,solvents,solubility_param,solubility_category
0,A,Methanol ,5,non-soluble
1,A,Ethanol_96,4,theta
2,A,Ethanol_99p9,5,non-soluble
3,A,n-Propanol,5,non-soluble
4,A,n-Butanol,5,non-soluble
5,A,Pentanol-1,4,theta
6,A,2-Ethyl_butanol,3,theta
7,A,2-Ethyl_hexanol,4,theta
8,A,Methyl_isobutyl_carbinol,4,theta
9,A,Propylene_glycol,6,non-soluble
10,A,Ethylene_glycol,6,non-soluble
11,A,1_3-Butandiol,5,non-soluble
12,A,Glycerol,4,theta
13,A,Cyclohexanol,5,non-soluble
14,A,m-Cresol,3,theta
15,A,Ethyl_lactate,1,soluble
16,A,n-Butyl_lactate,1,soluble
17,A,Diethylene_glycol,6,non-soluble
18,A,Dipropylene_glycol,6,non-soluble
19,A,2-Butoxyethanol,1,soluble
20,A,Methyl_dioxitol,1,soluble
21,A,Butyl_dioxitol,1,soluble
22,A,Oxitole,1,soluble
23,A,Diacetone_alcohol,1,soluble
24,A,Cellusolve_acetate,1,soluble
25,A,Methyl_Cellusolve,4,theta
26,A,Diethyl_ether,3,theta
27,A,Furan,1,soluble
28,A,Dioxane,1,soluble
29,A,Methylal,1,soluble
30,A,Diethyl_sulfide,1,soluble
31,A,Carbon_disulfide,4,theta
32,A,Dimethyl_sulphoxide,4,theta
33,A,Propylene_carbonate,1,soluble
34,A,gamma_Butyrolactone,1,soluble
35,A,Acetone,1,soluble
36,A,Methyl_ethyl_ketone,1,soluble
37,A,Methyl_isobutyl_ketone,1,soluble
38,A,Methyl_isoamyl_ketone,1,soluble
39,A,Diisobutyl_ketone,1,soluble
40,A,Isophorone,1,soluble
41,A,Acetophenone,1,soluble
42,A,Cyclohexanone,1,soluble
43,A,Tetrahydrofuran,1,soluble
44,A,Mesityl_oxide,1,soluble
45,A,Ethyl_acetate,1,soluble
46,A,n-Butyl_acetate,1,soluble
47,A,Isoamyl_acetate,1,soluble
48,A,Isobutyl_isobutyrate,1,soluble
49,A,Acetonitrile,1,soluble
50,A,Butyronitrite,1,soluble
51,A,Nitromethane,1,soluble
52,A,Nitroethane,1,soluble
53,A,2-Nitropropane,1,soluble
54,A,Aniline,1,soluble
55,A,Nitrobenzene,1,soluble
56,A,Ethanolamine,6,non-soluble
57,A,Dimethyl_formamide,1,soluble
58,A,Dipropyl_amine,1,soluble
59,A,Diethyl_amine,1,soluble
60,A,Morpholine,1,soluble
61,A,Cyclohexylamine,1,soluble
62,A,Pyridine,1,soluble
63,A,Carbon_terachloride,1,soluble
64,A,Chloroform,1,soluble
65,A,Ethylen_chloride,1,soluble
66,A,Methylene_chloride,1,soluble
67,A,1_1_1-Trichloroethane,1,soluble
68,A,1-Chlorobutane,1,soluble
69,A,Trichloroethylene,1,soluble
70,A,2_2-Dichloro_diethyl_ether,1,soluble
71,A,Chlorobenzene,1,soluble
72,A,o-Dichlorobenzene,1,soluble
73,A,alpha-bromonaphtaline,1,soluble
74,A,Cyclohexylchloride,1,soluble
75,A,Benzene,1,soluble
76,A,Toluene,1,soluble
77,A,Xylene,1,soluble
78,A,Ethyl_benzene,1,soluble
79,A,Styrene,1,soluble
80,A,Tetralin,1,soluble
81,A,Hexane,6,non-soluble
82,A,Cyclohexane,6,non-soluble
83,A,Acetic_acid,1,soluble
84,A,Formic_acid_90,1,soluble
85,A,Butyric_acid,1,soluble
86,A,Benzaldehyde,1,soluble
87,A,Acetic_anhydride,1,soluble
88,B,Methanol ,6,non-soluble
89,B,Ethanol_96,6,non-soluble
90,B,Ethanol_99p9,6,non-soluble
91,B,n-Propanol,6,non-soluble
92,B,n-Butanol,6,non-soluble
93,B,Pentanol-1,6,non-soluble
94,B,2-Ethyl_butanol,2,soluble
95,B,2-Ethyl_hexanol,2,soluble
96,B,Methyl_isobutyl_carbinol,5,non-soluble
97,B,Propylene_glycol,6,non-soluble
98,B,Ethylene_glycol,6,non-soluble
99,B,1_3-Butandiol,6,non-soluble
100,B,Glycerol,6,non-soluble
101,B,Cyclohexanol,6,non-soluble
102,B,m-Cresol,3,theta
103,B,Ethyl_lactate,1,soluble
104,B,n-Butyl_lactate,1,soluble
105,B,Diethylene_glycol,6,non-soluble
106,B,Dipropylene_glycol,6,non-soluble
107,B,2-Butoxyethanol,5,non-soluble
108,B,Methyl_dioxitol,1,soluble
109,B,Butyl_dioxitol,3,theta
110,B,Oxitole,5,non-soluble
111,B,Diacetone_alcohol,2,soluble
112,B,Cellusolve_acetate,1,soluble
113,B,Methyl_Cellusolve,3,theta
114,B,Diethyl_ether,6,non-soluble
115,B,Furan,4,theta
116,B,Dioxane,1,soluble
117,B,Methylal,5,non-soluble
118,B,Diethyl_sulfide,4,theta
119,B,Carbon_disulfide,5,non-soluble
120,B,Dimethyl_sulphoxide,1,soluble
121,B,Propylene_carbonate,1,soluble
122,B,gamma_Butyrolactone,1,soluble
123,B,Acetone,1,soluble
124,B,Methyl_ethyl_ketone,1,soluble
125,B,Methyl_isobutyl_ketone,1,soluble
126,B,Methyl_isoamyl_ketone,1,soluble
127,B,Diisobutyl_ketone,3,theta
128,B,Isophorone,1,soluble
129,B,Acetophenone,1,soluble
130,B,Cyclohexanone,1,soluble
131,B,Tetrahydrofuran,1,soluble
132,B,Mesityl_oxide,1,soluble
133,B,Ethyl_acetate,1,soluble
134,B,n-Butyl_acetate,1,soluble
135,B,Isoamyl_acetate,1,soluble
136,B,Isobutyl_isobutyrate,5,non-soluble
137,B,Acetonitrile,6,non-soluble
138,B,Butyronitrite,1,soluble
139,B,Nitromethane,6,non-soluble
140,B,Nitroethane,1,soluble
141,B,2-Nitropropane,1,soluble
142,B,Aniline,3,theta
143,B,Nitrobenzene,1,soluble
144,B,Ethanolamine,6,non-soluble
145,B,Dimethyl_formamide,1,soluble
146,B,Dipropyl_amine,6,non-soluble
147,B,Diethyl_amine,6,non-soluble
148,B,Morpholine,1,soluble
149,B,Cyclohexylamine,1,soluble
150,B,Pyridine,1,soluble
151,B,Carbon_terachloride,5,non-soluble
152,B,Chloroform,1,soluble
153,B,Ethylen_chloride,1,soluble
154,B,Methylene_chloride,1,soluble
155,B,1_1_1-Trichloroethane,5,non-soluble
156,B,1-Chlorobutane,4,theta
157,B,Trichloroethylene,4,theta
158,B,2_2-Dichloro_diethyl_ether,1,soluble
159,B,Chlorobenzene,1,soluble
160,B,o-Dichlorobenzene,1,soluble
161,B,alpha-bromonaphtaline,6,non-soluble
162,B,Cyclohexylchloride,3,theta
163,B,Benzene,5,non-soluble
164,B,Toluene,2,soluble
165,B,Xylene,4,theta
166,B,Ethyl_benzene,5,non-soluble
167,B,Styrene,2,soluble
168,B,Tetralin,3,theta
169,B,Hexane,5,non-soluble
170,B,Cyclohexane,6,non-soluble
171,B,Acetic_acid,6,non-soluble
172,B,Formic_acid_90,6,non-soluble
173,B,Butyric_acid,6,non-soluble
174,B,Benzaldehyde,1,soluble
175,B,Acetic_anhydride,5,non-soluble
176,C,Methanol ,4,theta
177,C,Ethanol_96,4,theta
178,C,Ethanol_99p9,3,theta
179,C,n-Propanol,3,theta
180,C,n-Butanol,3,theta
181,C,Pentanol-1,5,non-soluble
182,C,2-Ethyl_butanol,5,non-soluble
183,C,2-Ethyl_hexanol,5,non-soluble
184,C,Methyl_isobutyl_carbinol,5,non-soluble
185,C,Propylene_glycol,5,non-soluble
186,C,Ethylene_glycol,6,non-soluble
187,C,1_3-Butandiol,5,non-soluble
188,C,Glycerol,6,non-soluble
189,C,Cyclohexanol,1,soluble
190,C,m-Cresol,1,soluble
191,C,Ethyl_lactate,1,soluble
192,C,n-Butyl_lactate,1,soluble
193,C,Diethylene_glycol,1,soluble
194,C,Dipropylene_glycol,1,soluble
195,C,2-Butoxyethanol,1,soluble
196,C,Methyl_dioxitol,1,soluble
197,C,Butyl_dioxitol,1,soluble
198,C,Oxitole,1,soluble
199,C,Diacetone_alcohol,1,soluble
200,C,Cellusolve_acetate,1,soluble
201,C,Methyl_Cellusolve,1,soluble
202,C,Diethyl_ether,3,theta
203,C,Furan,1,soluble
204,C,Dioxane,1,soluble
205,C,Methylal,1,soluble
206,C,Diethyl_sulfide,4,theta
207,C,Carbon_disulfide,3,theta
208,C,Dimethyl_sulphoxide,1,soluble
209,C,Propylene_carbonate,1,soluble
210,C,gamma_Butyrolactone,1,soluble
211,C,Acetone,1,soluble
212,C,Methyl_ethyl_ketone,1,soluble
213,C,Methyl_isobutyl_ketone,1,soluble
214,C,Methyl_isoamyl_ketone,1,soluble
215,C,Diisobutyl_ketone,4,theta
216,C,Isophorone,1,soluble
217,C,Acetophenone,1,soluble
218,C,Cyclohexanone,1,soluble
219,C,Tetrahydrofuran,1,soluble
220,C,Mesityl_oxide,1,soluble
221,C,Ethyl_acetate,1,soluble
222,C,n-Butyl_acetate,1,soluble
223,C,Isoamyl_acetate,1,soluble
224,C,Isobutyl_isobutyrate,5,non-soluble
225,C,Acetonitrile,1,soluble
226,C,Butyronitrite,1,soluble
227,C,Nitromethane,2,soluble
228,C,Nitroethane,1,soluble
229,C,2-Nitropropane,2,soluble
230,C,Aniline,1,soluble
231,C,Nitrobenzene,1,soluble
232,C,Ethanolamine,1,soluble
233,C,Dimethyl_formamide,1,soluble
234,C,Dipropyl_amine,1,soluble
235,C,Diethyl_amine,1,soluble
236,C,Morpholine,1,soluble
237,C,Cyclohexylamine,1,soluble
238,C,Pyridine,1,soluble
239,C,Carbon_terachloride,4,theta
240,C,Chloroform,1,soluble
241,C,Ethylen_chloride,1,soluble
242,C,Methylene_chloride,1,soluble
243,C,1_1_1-Trichloroethane,4,theta
244,C,1-Chlorobutane,2,soluble
245,C,Trichloroethylene,2,soluble
246,C,2_2-Dichloro_diethyl_ether,1,soluble
247,C,Chlorobenzene,2,soluble
248,C,o-Dichlorobenzene,2,soluble
249,C,alpha-bromonaphtaline,2,soluble
250,C,Cyclohexylchloride,4,theta
251,C,Benzene,1,soluble
252,C,Toluene,2,soluble
253,C,Xylene,3,theta
254,C,Ethyl_benzene,4,theta
255,C,Styrene,2,soluble
256,C,Tetralin,4,theta
257,C,Hexane,6,non-soluble
258,C,Cyclohexane,6,non-soluble
259,C,Acetic_acid,1,soluble
260,C,Formic_acid_90,5,non-soluble
261,C,Butyric_acid,1,soluble
262,C,Benzaldehyde,1,soluble
263,C,Acetic_anhydride,1,soluble
264,D,Methanol ,5,non-soluble
265,D,Ethanol_96,6,non-soluble
266,D,Ethanol_99p9,5,non-soluble
267,D,n-Propanol,5,non-soluble
268,D,n-Butanol,5,non-soluble
269,D,Pentanol-1,3,theta
270,D,2-Ethyl_butanol,1,soluble
271,D,2-Ethyl_hexanol,1,soluble
272,D,Methyl_isobutyl_carbinol,1,soluble
273,D,Propylene_glycol,6,non-soluble
274,D,Ethylene_glycol,4,theta
275,D,1_3-Butandiol,5,non-soluble
276,D,Glycerol,5,non-soluble
277,D,Cyclohexanol,1,soluble
278,D,m-Cresol,1,soluble
279,D,Ethyl_lactate,1,soluble
280,D,n-Butyl_lactate,1,soluble
281,D,Diethylene_glycol,5,non-soluble
282,D,Dipropylene_glycol,6,non-soluble
283,D,2-Butoxyethanol,1,soluble
284,D,Methyl_dioxitol,1,soluble
285,D,Butyl_dioxitol,1,soluble
286,D,Oxitole,1,soluble
287,D,Diacetone_alcohol,1,soluble
288,D,Cellusolve_acetate,1,soluble
289,D,Methyl_Cellusolve,1,soluble
290,D,Diethyl_ether,1,soluble
291,D,Furan,1,soluble
292,D,Dioxane,1,soluble
293,D,Methylal,1,soluble
294,D,Diethyl_sulfide,1,soluble
295,D,Carbon_disulfide,1,soluble
296,D,Dimethyl_sulphoxide,3,theta
297,D,Propylene_carbonate,5,non-soluble
298,D,gamma_Butyrolactone,6,non-soluble
299,D,Acetone,1,soluble
300,D,Methyl_ethyl_ketone,1,soluble
301,D,Methyl_isobutyl_ketone,1,soluble
302,D,Methyl_isoamyl_ketone,1,soluble
303,D,Diisobutyl_ketone,1,soluble
304,D,Isophorone,1,soluble
305,D,Acetophenone,1,soluble
306,D,Cyclohexanone,1,soluble
307,D,Tetrahydrofuran,1,soluble
308,D,Mesityl_oxide,1,soluble
309,D,Ethyl_acetate,1,soluble
310,D,n-Butyl_acetate,1,soluble
311,D,Isoamyl_acetate,1,soluble
312,D,Isobutyl_isobutyrate,1,soluble
313,D,Acetonitrile,6,non-soluble
314,D,Butyronitrite,1,soluble
315,D,Nitromethane,5,non-soluble
316,D,Nitroethane,1,soluble
317,D,2-Nitropropane,1,soluble
318,D,Aniline,1,soluble
319,D,Nitrobenzene,1,soluble
320,D,Ethanolamine,6,non-soluble
321,D,Dimethyl_formamide,1,soluble
322,D,Dipropyl_amine,1,soluble
323,D,Diethyl_amine,1,soluble
324,D,Morpholine,1,soluble
325,D,Cyclohexylamine,1,soluble
326,D,Pyridine,1,soluble
327,D,Carbon_terachloride,1,soluble
328,D,Chloroform,1,soluble
329,D,Ethylen_chloride,1,soluble
330,D,Methylene_chloride,1,soluble
331,D,1_1_1-Trichloroethane,1,soluble
332,D,1-Chlorobutane,1,soluble
333,D,Trichloroethylene,1,soluble
334,D,2_2-Dichloro_diethyl_ether,1,soluble
335,D,Chlorobenzene,1,soluble
336,D,o-Dichlorobenzene,1,soluble
337,D,alpha-bromonaphtaline,1,soluble
338,D,Cyclohexylchloride,1,soluble
339,D,Benzene,1,soluble
340,D,Toluene,1,soluble
341,D,Xylene,1,soluble
342,D,Ethyl_benzene,1,soluble
343,D,Styrene,1,soluble
344,D,Tetralin,1,soluble
345,D,Hexane,1,soluble
346,D,Cyclohexane,1,soluble
347,D,Acetic_acid,4,theta
348,D,Formic_acid_90,3,theta
349,D,Butyric_acid,1,soluble
350,D,Benzaldehyde,1,soluble
351,D,Acetic_anhydride,3,theta
352,E,Methanol ,4,theta
353,E,Ethanol_96,4,theta
354,E,Ethanol_99p9,1,soluble
355,E,n-Propanol,1,soluble
356,E,n-Butanol,1,soluble
357,E,Pentanol-1,1,soluble
358,E,2-Ethyl_butanol,1,soluble
359,E,2-Ethyl_hexanol,1,soluble
360,E,Methyl_isobutyl_carbinol,1,soluble
361,E,Propylene_glycol,4,theta
362,E,Ethylene_glycol,6,non-soluble
363,E,1_3-Butandiol,4,theta
364,E,Glycerol,6,non-soluble
365,E,Cyclohexanol,1,soluble
366,E,m-Cresol,1,soluble
367,E,Ethyl_lactate,1,soluble
368,E,n-Butyl_lactate,1,soluble
369,E,Diethylene_glycol,3,theta
370,E,Dipropylene_glycol,1,soluble
371,E,2-Butoxyethanol,1,soluble
372,E,Methyl_dioxitol,1,soluble
373,E,Butyl_dioxitol,1,soluble
374,E,Oxitole,1,soluble
375,E,Diacetone_alcohol,1,soluble
376,E,Cellusolve_acetate,1,soluble
377,E,Methyl_Cellusolve,1,soluble
378,E,Diethyl_ether,4,theta
379,E,Furan,1,soluble
380,E,Dioxane,1,soluble
381,E,Methylal,1,soluble
382,E,Diethyl_sulfide,1,soluble
383,E,Carbon_disulfide,5,non-soluble
384,E,Dimethyl_sulphoxide,1,soluble
385,E,Propylene_carbonate,6,non-soluble
386,E,gamma_Butyrolactone,1,soluble
387,E,Acetone,1,soluble
388,E,Methyl_ethyl_ketone,1,soluble
389,E,Methyl_isobutyl_ketone,1,soluble
390,E,Methyl_isoamyl_ketone,1,soluble
391,E,Diisobutyl_ketone,1,soluble
392,E,Isophorone,1,soluble
393,E,Acetophenone,1,soluble
394,E,Cyclohexanone,1,soluble
395,E,Tetrahydrofuran,1,soluble
396,E,Mesityl_oxide,1,soluble
397,E,Ethyl_acetate,1,soluble
398,E,n-Butyl_acetate,1,soluble
399,E,Isoamyl_acetate,1,soluble
400,E,Isobutyl_isobutyrate,5,non-soluble
401,E,Acetonitrile,5,non-soluble
402,E,Butyronitrite,3,theta
403,E,Nitromethane,6,non-soluble
404,E,Nitroethane,5,non-soluble
405,E,2-Nitropropane,6,non-soluble
406,E,Aniline,1,soluble
407,E,Nitrobenzene,1,soluble
408,E,Ethanolamine,2,soluble
409,E,Dimethyl_formamide,1,soluble
410,E,Dipropyl_amine,1,soluble
411,E,Diethyl_amine,1,soluble
412,E,Morpholine,1,soluble
413,E,Cyclohexylamine,1,soluble
414,E,Pyridine,1,soluble
415,E,Carbon_terachloride,2,soluble
416,E,Chloroform,1,soluble
417,E,Ethylen_chloride,1,soluble
418,E,Methylene_chloride,1,soluble
419,E,1_1_1-Trichloroethane,1,soluble
420,E,1-Chlorobutane,1,soluble
421,E,Trichloroethylene,1,soluble
422,E,2_2-Dichloro_diethyl_ether,5,non-soluble
423,E,Chlorobenzene,1,soluble
424,E,o-Dichlorobenzene,1,soluble
425,E,alpha-bromonaphtaline,1,soluble
426,E,Cyclohexylchloride,1,soluble
427,E,Benzene,1,soluble
428,E,Toluene,1,soluble
429,E,Xylene,5,non-soluble
430,E,Ethyl_benzene,2,soluble
431,E,Styrene,1,soluble
432,E,Tetralin,1,soluble
433,E,Hexane,6,non-soluble
434,E,Cyclohexane,6,non-soluble
435,E,Acetic_acid,2,soluble
436,E,Formic_acid_90,6,non-soluble
437,E,Butyric_acid,1,soluble
438,E,Benzaldehyde,1,soluble
439,E,Acetic_anhydride,2,soluble
440,F,Methanol ,5,non-soluble
441,F,Ethanol_96,1,soluble
442,F,Ethanol_99p9,1,soluble
443,F,n-Propanol,1,soluble
444,F,n-Butanol,1,soluble
445,F,Pentanol-1,1,soluble
446,F,2-Ethyl_butanol,1,soluble
447,F,2-Ethyl_hexanol,1,soluble
448,F,Methyl_isobutyl_carbinol,1,soluble
449,F,Propylene_glycol,6,non-soluble
450,F,Ethylene_glycol,6,non-soluble
451,F,1_3-Butandiol,6,non-soluble
452,F,Glycerol,6,non-soluble
453,F,Cyclohexanol,1,soluble
454,F,m-Cresol,1,soluble
455,F,Ethyl_lactate,1,soluble
456,F,n-Butyl_lactate,1,soluble
457,F,Diethylene_glycol,5,non-soluble
458,F,Dipropylene_glycol,5,non-soluble
459,F,2-Butoxyethanol,1,soluble
460,F,Methyl_dioxitol,1,soluble
461,F,Butyl_dioxitol,1,soluble
462,F,Oxitole,1,soluble
463,F,Diacetone_alcohol,1,soluble
464,F,Cellusolve_acetate,1,soluble
465,F,Methyl_Cellusolve,1,soluble
466,F,Diethyl_ether,5,non-soluble
467,F,Furan,1,soluble
468,F,Dioxane,1,soluble
469,F,Methylal,1,soluble
470,F,Diethyl_sulfide,5,non-soluble
471,F,Carbon_disulfide,5,non-soluble
472,F,Dimethyl_sulphoxide,2,soluble
473,F,Propylene_carbonate,6,non-soluble
474,F,gamma_Butyrolactone,3,theta
475,F,Acetone,1,soluble
476,F,Methyl_ethyl_ketone,1,soluble
477,F,Methyl_isobutyl_ketone,1,soluble
478,F,Methyl_isoamyl_ketone,1,soluble
479,F,Diisobutyl_ketone,5,non-soluble
480,F,Isophorone,1,soluble
481,F,Acetophenone,1,soluble
482,F,Cyclohexanone,1,soluble
483,F,Tetrahydrofuran,1,soluble
484,F,Mesityl_oxide,1,soluble
485,F,Ethyl_acetate,1,soluble
486,F,n-Butyl_acetate,1,soluble
487,F,Isoamyl_acetate,1,soluble
488,F,Isobutyl_isobutyrate,5,non-soluble
489,F,Acetonitrile,5,non-soluble
490,F,Butyronitrite,2,soluble
491,F,Nitromethane,5,non-soluble
492,F,Nitroethane,5,non-soluble
493,F,2-Nitropropane,5,non-soluble
494,F,Aniline,1,soluble
495,F,Nitrobenzene,1,soluble
496,F,Ethanolamine,6,non-soluble
497,F,Dimethyl_formamide,1,soluble
498,F,Dipropyl_amine,1,soluble
499,F,Diethyl_amine,1,soluble
500,F,Morpholine,1,soluble
501,F,Cyclohexylamine,1,soluble
502,F,Pyridine,1,soluble
503,F,Carbon_terachloride,5,non-soluble
504,F,Chloroform,1,soluble
505,F,Ethylen_chloride,1,soluble
506,F,Methylene_chloride,1,soluble
507,F,1_1_1-Trichloroethane,4,theta
508,F,1-Chlorobutane,4,theta
509,F,Trichloroethylene,1,soluble
510,F,2_2-Dichloro_diethyl_ether,3,theta
511,F,Chlorobenzene,1,soluble
512,F,o-Dichlorobenzene,1,soluble
513,F,alpha-bromonaphtaline,1,soluble
514,F,Cyclohexylchloride,4,theta
515,F,Benzene,1,soluble
516,F,Toluene,2,soluble
517,F,Xylene,3,theta
518,F,Ethyl_benzene,3,theta
519,F,Styrene,1,soluble
520,F,Tetralin,2,soluble
521,F,Hexane,6,non-soluble
522,F,Cyclohexane,5,non-soluble
523,F,Acetic_acid,1,soluble
524,F,Formic_acid_90,1,soluble
525,F,Butyric_acid,1,soluble
526,F,Benzaldehyde,1,soluble
527,F,Acetic_anhydride,5,non-soluble
528,G,Methanol ,6,non-soluble
529,G,Ethanol_96,6,non-soluble
530,G,Ethanol_99p9,6,non-soluble
531,G,n-Propanol,6,non-soluble
532,G,n-Butanol,6,non-soluble
533,G,Pentanol-1,6,non-soluble
534,G,2-Ethyl_butanol,6,non-soluble
535,G,2-Ethyl_hexanol,6,non-soluble
536,G,Methyl_isobutyl_carbinol,6,non-soluble
537,G,Propylene_glycol,6,non-soluble
538,G,Ethylene_glycol,6,non-soluble
539,G,1_3-Butandiol,6,non-soluble
540,G,Glycerol,6,non-soluble
541,G,Cyclohexanol,6,non-soluble
542,G,m-Cresol,5,non-soluble
543,G,Ethyl_lactate,6,non-soluble
544,G,n-Butyl_lactate,5,non-soluble
545,G,Diethylene_glycol,6,non-soluble
546,G,Dipropylene_glycol,6,non-soluble
547,G,2-Butoxyethanol,6,non-soluble
548,G,Methyl_dioxitol,6,non-soluble
549,G,Butyl_dioxitol,4,theta
550,G,Oxitole,5,non-soluble
551,G,Diacetone_alcohol,5,non-soluble
552,G,Cellusolve_acetate,1,soluble
553,G,Methyl_Cellusolve,6,non-soluble
554,G,Diethyl_ether,3,theta
555,G,Furan,1,soluble
556,G,Dioxane,1,soluble
557,G,Methylal,1,soluble
558,G,Diethyl_sulfide,1,soluble
559,G,Carbon_disulfide,1,soluble
560,G,Dimethyl_sulphoxide,6,non-soluble
561,G,Propylene_carbonate,6,non-soluble
562,G,gamma_Butyrolactone,1,soluble
563,G,Acetone,3,theta
564,G,Methyl_ethyl_ketone,1,soluble
565,G,Methyl_isobutyl_ketone,1,soluble
566,G,Methyl_isoamyl_ketone,1,soluble
567,G,Diisobutyl_ketone,3,theta
568,G,Isophorone,1,soluble
569,G,Acetophenone,1,soluble
570,G,Cyclohexanone,1,soluble
571,G,Tetrahydrofuran,1,soluble
572,G,Mesityl_oxide,1,soluble
573,G,Ethyl_acetate,1,soluble
574,G,n-Butyl_acetate,1,soluble
575,G,Isoamyl_acetate,1,soluble
576,G,Isobutyl_isobutyrate,1,soluble
577,G,Acetonitrile,4,theta
578,G,Butyronitrite,1,soluble
579,G,Nitromethane,5,non-soluble
580,G,Nitroethane,2,soluble
581,G,2-Nitropropane,1,soluble
582,G,Aniline,1,soluble
583,G,Nitrobenzene,1,soluble
584,G,Ethanolamine,6,non-soluble
585,G,Dimethyl_formamide,1,soluble
586,G,Dipropyl_amine,1,soluble
587,G,Diethyl_amine,1,soluble
588,G,Morpholine,1,soluble
589,G,Cyclohexylamine,1,soluble
590,G,Pyridine,1,soluble
591,G,Carbon_terachloride,1,soluble
592,G,Chloroform,1,soluble
593,G,Ethylen_chloride,1,soluble
594,G,Methylene_chloride,1,soluble
595,G,1_1_1-Trichloroethane,1,soluble
596,G,1-Chlorobutane,1,soluble
597,G,Trichloroethylene,1,soluble
598,G,2_2-Dichloro_diethyl_ether,1,soluble
599,G,Chlorobenzene,1,soluble
600,G,o-Dichlorobenzene,1,soluble
601,G,alpha-bromonaphtaline,1,soluble
602,G,Cyclohexylchloride,1,soluble
603,G,Benzene,1,soluble
604,G,Toluene,1,soluble
605,G,Xylene,1,soluble
606,G,Ethyl_benzene,1,soluble
